Month,WeekOfMonth,Make,AccidentArea,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,NumberOfSuppliments,NumberOfCars,BasePolicy,FraudFound
Sep,5,Pontiac,Urban,Sep,5,Male,Married,59,Third Party,Sedan - Collision,Sedan,"more than 69,000",more than 30,more than 30,1,more than 7,51 to 65,No,more than 5,2 vehicles,Collision,No
Apr,3,Honda,Urban,Apr,3,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,1,7 years,51 to 65,No,more than 5,1 vehicle,Liability,No
Apr,4,Chevrolet,Urban,May,1,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,more than 4,more than 7,51 to 65,No,1 to 2,1 vehicle,Liability,No
Aug,5,Chevrolet,Urban,Aug,5,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,none,1 vehicle,Collision,Yes
Dec,4,Mazda,Urban,Dec,4,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
Feb,1,Toyota,Urban,Feb,1,Male,Married,59,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,more than 5,1 vehicle,Collision,No
Feb,4,Accura,Rural,Jun,3,Male,Married,59,Third Party,Utility - All Perils,Utility,"more than 69,000",more than 30,more than 30,1,5 years,51 to 65,No,1 to 2,1 vehicle,All Perils,No
Jan,4,Honda,Urban,Feb,1,Male,Married,59,Third Party,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,more than 5,1 vehicle,Collision,No
Jan,2,Honda,Urban,Jan,4,Male,Married,59,Third Party,Sedan - Collision,Sedan,"more than 69,000",more than 30,more than 30,none,new,51 to 65,No,none,1 vehicle,Collision,No
Jan,1,Honda,Urban,Jan,1,Male,Married,59,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,7 years,51 to 65,No,none,1 vehicle,Collision,No
Jan,4,Toyota,Urban,Feb,2,Male,Married,59,Third Party,Sedan - Collision,Sedan,"less than 20,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,more than 5,3 to 4,Collision,No
Jan,2,Accura,Urban,Jan,2,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,more than 4,more than 7,51 to 65,No,none,1 vehicle,Liability,No
Jul,1,Toyota,Urban,Jul,2,Male,Married,59,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,none,more than 7,51 to 65,No,more than 5,1 vehicle,All Perils,No
Jul,5,Chevrolet,Urban,Aug,1,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,more than 5,1 vehicle,Liability,No
Jun,5,Honda,Urban,Jul,1,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,more than 5,1 vehicle,Collision,Yes
Jun,2,Chevrolet,Urban,Jun,2,Male,Single,59,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,3 to 5,1 vehicle,All Perils,No
Mar,3,Accura,Urban,Mar,3,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",more than 30,more than 30,1,more than 7,51 to 65,No,3 to 5,1 vehicle,All Perils,No
Oct,3,Ford,Urban,Oct,5,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,6 years,51 to 65,Yes,none,1 vehicle,All Perils,No
Oct,4,Accura,Urban,Nov,2,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"30,000 to 39,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,more than 5,1 vehicle,All Perils,No
Oct,1,Mazda,Urban,Oct,2,Male,Married,59,Third Party,Sedan - All Perils,Sedan,"30,000 to 39,000",more than 30,more than 30,none,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
Sep,3,Chevrolet,Urban,Sep,4,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,"40,000 to 59,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,more than 5,1 vehicle,Collision,No
Sep,4,Toyota,Urban,Sep,4,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,none,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
Sep,4,Ford,Urban,Sep,4,Male,Married,59,Third Party,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,none,7 years,51 to 65,No,none,1 vehicle,All Perils,No
Apr,4,Chevrolet,Urban,May,3,Male,Married,59,Third Party,Sedan - All Perils,Sedan,"60,000 to 69,000",more than 30,more than 30,none,more than 7,51 to 65,No,more than 5,1 vehicle,All Perils,No
Apr,2,Toyota,Urban,Apr,2,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,none,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
Apr,5,Pontiac,Urban,May,3,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,none,6 years,51 to 65,No,none,3 to 4,Collision,No
Apr,2,Honda,Rural,Apr,2,Male,Married,59,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,none,7 years,51 to 65,No,3 to 5,1 vehicle,Liability,No
Aug,5,Mazda,Urban,Aug,5,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,more than 4,more than 7,51 to 65,No,3 to 5,1 vehicle,Liability,No
Aug,1,Pontiac,Urban,Aug,1,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,none,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
Aug,2,Toyota,Rural,Aug,2,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,more than 7,51 to 65,No,1 to 2,1 vehicle,Collision,No
Aug,5,Honda,Urban,Aug,5,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,51 to 65,No,more than 5,1 vehicle,Collision,No
Aug,4,Mazda,Urban,Aug,4,Male,Married,59,Third Party,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,1 to 2,1 vehicle,Collision,No
Dec,3,Mazda,Rural,Dec,3,Male,Married,59,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,more than 7,51 to 65,No,1 to 2,1 vehicle,Collision,No
Dec,3,Pontiac,Urban,Jan,2,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,1,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
Dec,2,Pontiac,Rural,Dec,3,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,1,6 years,51 to 65,No,none,1 vehicle,All Perils,Yes
Dec,5,Pontiac,Urban,Jan,3,Male,Married,59,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,1,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
Dec,1,Toyota,Urban,Dec,1,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,"less than 20,000",more than 30,more than 30,none,more than 7,51 to 65,No,1 to 2,1 vehicle,Collision,No
Dec,4,Mazda,Rural,Dec,5,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,more than 5,1 vehicle,Liability,No
Dec,3,Pontiac,Urban,Dec,4,Female,Widow,59,Third Party,Sedan - All Perils,Sedan,"30,000 to 39,000",more than 30,more than 30,1,more than 7,51 to 65,No,more than 5,1 vehicle,All Perils,No
Feb,2,VW,Urban,Feb,2,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"more than 69,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,more than 5,1 vehicle,Liability,No
Jan,2,Honda,Urban,Jan,2,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,1 to 2,1 vehicle,Liability,No
Jan,4,Pontiac,Urban,Jan,4,Male,Married,59,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,6 years,51 to 65,Yes,1 to 2,1 vehicle,Collision,No
Jan,1,Ford,Urban,Jan,2,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,"more than 69,000",more than 30,more than 30,1,more than 7,51 to 65,No,more than 5,1 vehicle,Collision,No
Jan,4,Pontiac,Urban,Feb,2,Male,Married,59,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,none,more than 7,51 to 65,No,more than 5,1 vehicle,All Perils,No
Jan,1,Toyota,Urban,Jan,2,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,none,1 vehicle,Liability,No
Jul,4,Chevrolet,Urban,Sep,2,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,1 to 2,1 vehicle,All Perils,No
Jul,2,VW,Urban,Jul,2,Male,Married,59,Third Party,Sedan - Liability,Sport,"more than 69,000",more than 30,more than 30,more than 4,more than 7,51 to 65,No,more than 5,1 vehicle,Liability,No
Jul,2,Toyota,Urban,Jul,2,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,"less than 20,000",more than 30,more than 30,none,more than 7,51 to 65,No,3 to 5,1 vehicle,Collision,No
Jul,2,Honda,Urban,Jul,2,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,more than 5,1 vehicle,Liability,No
Jun,3,Toyota,Urban,Jun,3,Male,Married,59,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,more than 4,more than 7,51 to 65,No,none,1 vehicle,Liability,No
Jun,3,Chevrolet,Urban,Jun,4,Male,Married,59,Policy Holder,Utility - All Perils,Utility,"more than 69,000",more than 30,more than 30,more than 4,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
Jun,3,Toyota,Urban,Jun,3,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,1,more than 7,51 to 65,No,more than 5,1 vehicle,All Perils,No
Jun,1,Pontiac,Urban,Jun,2,Male,Single,59,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,none,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
Mar,2,Pontiac,Urban,Mar,2,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,more than 4,more than 7,51 to 65,No,1 to 2,1 vehicle,Liability,No
Mar,1,Chevrolet,Urban,Mar,2,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,none,1 vehicle,Liability,No
Mar,1,Pontiac,Urban,Mar,1,Female,Married,59,Third Party,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,1,more than 7,51 to 65,Yes,more than 5,1 vehicle,All Perils,No
Mar,2,Toyota,Urban,May,1,Male,Married,59,Third Party,Sedan - All Perils,Sedan,"30,000 to 39,000",more than 30,more than 30,none,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
Mar,4,Chevrolet,Urban,Mar,4,Male,Widow,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,1 to 2,1 vehicle,Liability,No
May,2,Pontiac,Urban,Jun,1,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"30,000 to 39,000",more than 30,more than 30,none,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
May,4,Toyota,Urban,Jun,5,Male,Married,59,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,more than 4,more than 7,51 to 65,No,none,1 vehicle,Collision,No
May,1,Toyota,Urban,May,1,Male,Married,59,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,none,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
May,1,Toyota,Urban,May,3,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"30,000 to 39,000",more than 30,more than 30,none,more than 7,51 to 65,No,more than 5,1 vehicle,All Perils,No
May,3,VW,Urban,May,3,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,1,more than 7,51 to 65,No,1 to 2,1 vehicle,Collision,No
May,1,Honda,Urban,Jun,1,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,3 to 5,1 vehicle,Liability,No
May,2,Pontiac,Urban,May,2,Male,Single,59,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,1,more than 7,51 to 65,No,1 to 2,1 vehicle,All Perils,No
Nov,5,Honda,Urban,Nov,5,Male,Married,59,Third Party,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,none,5 years,51 to 65,No,none,1 vehicle,All Perils,No
Nov,1,Honda,Urban,Nov,3,Male,Married,59,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,1,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
Nov,4,Toyota,Urban,Nov,5,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,"40,000 to 59,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,more than 5,1 vehicle,Collision,No
Oct,1,Chevrolet,Urban,Oct,3,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"40,000 to 59,000",more than 30,more than 30,more than 4,more than 7,51 to 65,No,none,1 vehicle,Liability,No
Oct,5,Toyota,Urban,Nov,2,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,7 years,51 to 65,No,none,1 vehicle,Collision,Yes
Oct,1,Pontiac,Urban,Oct,1,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,more than 7,51 to 65,No,none,1 vehicle,Collision,No
Oct,2,Honda,Urban,Oct,2,Male,Married,59,Policy Holder,Sport - Collision,Sport,"more than 69,000",more than 30,more than 30,none,7 years,51 to 65,No,none,1 vehicle,Collision,No
Oct,1,Toyota,Urban,Oct,1,Female,Married,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,1,more than 7,51 to 65,No,none,1 vehicle,Liability,No
Oct,3,Mazda,Rural,Oct,4,Male,Married,59,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,more than 5,1 vehicle,Liability,No
Sep,3,Honda,Urban,Sep,4,Male,Married,59,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,none,more than 7,51 to 65,No,1 to 2,1 vehicle,All Perils,No
Sep,3,Chevrolet,Urban,Oct,4,Male,Married,59,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,1,7 years,51 to 65,No,none,1 vehicle,Liability,No
Sep,5,Toyota,Urban,Oct,5,Male,Married,59,Third Party,Sedan - Collision,Sedan,"more than 69,000",more than 30,more than 30,1,more than 7,51 to 65,No,none,1 vehicle,Collision,No
Sep,3,Mazda,Urban,Oct,3,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,more than 5,1 vehicle,Liability,No
Sep,3,Toyota,Urban,Sep,4,Female,Married,59,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",more than 30,more than 30,none,more than 7,51 to 65,No,none,1 vehicle,Liability,No
Sep,4,Honda,Urban,Sep,4,Male,Single,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,more than 4,more than 7,51 to 65,No,more than 5,1 vehicle,Liability,No
Sep,1,Pontiac,Urban,Sep,1,Male,Single,59,Policy Holder,Sport - All Perils,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,more than 5,1 vehicle,All Perils,No
Sep,1,Mazda,Urban,Sep,2,Male,Single,59,Third Party,Sedan - Collision,Sedan,"more than 69,000",more than 30,more than 30,1,more than 7,51 to 65,No,more than 5,1 vehicle,Collision,No
Apr,3,Pontiac,Urban,Apr,3,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,more than 4,more than 7,51 to 65,No,3 to 5,1 vehicle,Collision,No
Apr,3,Toyota,Urban,Apr,3,Male,Married,59,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,6 years,51 to 65,No,none,1 vehicle,Collision,No
Apr,1,Pontiac,Urban,Apr,2,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,none,more than 7,51 to 65,No,3 to 5,1 vehicle,All Perils,No
Apr,5,Mazda,Urban,May,1,Male,Married,59,Third Party,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,1,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
Aug,3,Pontiac,Rural,Aug,3,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,none,1 vehicle,Liability,No
Aug,4,Mazda,Urban,Aug,5,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,51 to 65,No,none,1 vehicle,Liability,No
Aug,2,Chevrolet,Urban,Aug,2,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"30,000 to 39,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
Aug,4,Mazda,Urban,Aug,4,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,none,more than 7,51 to 65,No,none,1 vehicle,Liability,No
Aug,2,Honda,Urban,Aug,2,Female,Widow,59,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,more than 4,7 years,51 to 65,No,1 to 2,1 vehicle,All Perils,No
Dec,2,Toyota,Urban,Dec,2,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",more than 30,more than 30,more than 4,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
Feb,4,Toyota,Urban,Mar,2,Male,Married,59,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,none,more than 7,51 to 65,No,1 to 2,1 vehicle,All Perils,No
Feb,4,VW,Urban,Mar,1,Male,Married,59,Third Party,Sedan - All Perils,Sedan,"more than 69,000",more than 30,more than 30,1,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
Jan,5,Saab,Rural,Feb,2,Male,Married,59,Third Party,Sedan - All Perils,Sedan,"30,000 to 39,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,3 to 5,3 to 4,All Perils,No
Jan,3,Mazda,Urban,Jan,3,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,more than 4,more than 7,51 to 65,No,none,3 to 4,Liability,No
Jan,1,Pontiac,Urban,Feb,1,Female,Married,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,1,7 years,51 to 65,No,none,1 vehicle,Liability,No
Jan,2,Honda,Urban,Jan,2,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,1 to 2,1 vehicle,Collision,No
Jul,4,Honda,Urban,Jul,4,Male,Married,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,none,more than 7,51 to 65,No,more than 5,1 vehicle,Liability,No
Jul,3,Pontiac,Rural,Jul,3,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,none,more than 7,51 to 65,No,more than 5,1 vehicle,All Perils,No
Jul,3,Honda,Urban,Jul,4,Male,Married,59,Policy Holder,Sport - Collision,Sport,"more than 69,000",more than 30,more than 30,none,more than 7,51 to 65,No,none,1 vehicle,Collision,No
Jun,2,Honda,Urban,Jun,3,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,1,more than 7,51 to 65,No,more than 5,3 to 4,Collision,No
Jun,4,Toyota,Urban,Jul,2,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,more than 4,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
Jun,2,Pontiac,Urban,Jun,2,Female,Married,59,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,51 to 65,No,3 to 5,1 vehicle,Liability,No
Jun,2,Pontiac,Urban,Jun,3,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,none,more than 7,51 to 65,No,1 to 2,1 vehicle,Collision,No
Jun,3,Pontiac,Urban,Jun,3,Male,Single,59,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,7 years,51 to 65,No,more than 5,1 vehicle,Collision,No
Mar,1,Honda,Urban,Mar,1,Male,Married,59,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,1,more than 7,51 to 65,No,more than 5,1 vehicle,All Perils,No
Mar,5,Pontiac,Rural,Apr,3,Male,Married,59,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",more than 30,more than 30,none,more than 7,51 to 65,No,3 to 5,1 vehicle,Collision,No
Mar,3,Toyota,Urban,Mar,4,Male,Married,59,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,2 to 4,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
Mar,1,Pontiac,Urban,Mar,1,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",more than 30,more than 30,none,more than 7,51 to 65,No,none,1 vehicle,All Perils,No
May,2,Toyota,Rural,May,4,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",more than 30,more than 30,1,7 years,51 to 65,No,none,1 vehicle,All Perils,No
